date1,date2,date_diff,ncc
2019-10-03 22:15:59.024,2021-03-16 22:16:09.024,530,0.1462392240980558
2019-10-03 22:15:59.024,2021-07-24 22:16:09.024,660,0.16609382256228325
2019-10-03 22:15:59.024,2021-08-23 22:15:59.024,690,0.08678682323019454
2019-10-03 22:15:59.024,2021-09-02 22:15:59.024,700,0.1388296699287767
2019-11-02 22:16:09.024,2021-01-25 22:16:09.024,450,0.38992619894266406
2019-11-02 22:16:09.024,2021-01-30 22:16:01.024,454,0.28333588532098203
2019-11-02 22:16:09.024,2021-02-19 22:16:01.024,474,0.12998704346936799
2019-11-02 22:16:09.024,2021-03-16 22:16:09.024,500,0.060151376628169745
2019-11-02 22:16:09.024,2021-07-24 22:16:09.024,630,0.08634845925016997
2019-11-02 22:16:09.024,2021-08-23 22:15:59.024,659,0.03428181397619096
2019-11-02 22:16:09.024,2021-09-02 22:15:59.024,669,0.06852683389501076
2020-01-11 22:15:59.024,2021-01-25 22:16:09.024,380,0.6934991250014899
2020-01-11 22:15:59.024,2021-01-30 22:16:01.024,385,0.6010359638305519
2020-01-11 22:15:59.024,2021-02-19 22:16:01.024,405,0.394089391293468
2020-01-11 22:15:59.024,2021-03-16 22:16:09.024,430,0.21884466815339765
2020-01-11 22:15:59.024,2021-07-24 22:16:09.024,560,0.3011150646267836
2020-01-11 22:15:59.024,2021-08-23 22:15:59.024,590,0.1491408736160304
2020-01-11 22:15:59.024,2021-09-02 22:15:59.024,600,0.16586544247201976
2020-02-25 22:16:01.024,2021-01-25 22:16:09.024,335,0.431613364173719
2020-02-25 22:16:01.024,2021-01-30 22:16:01.024,340,0.409306934814292
2020-02-25 22:16:01.024,2021-02-19 22:16:01.024,360,0.3097119492464088
2020-02-25 22:16:01.024,2021-03-16 22:16:09.024,385,0.19511099760087786
2020-02-25 22:16:01.024,2021-07-24 22:16:09.024,515,0.22298152320701015
2020-02-25 22:16:01.024,2021-08-23 22:15:59.024,544,0.14020450778967192
2020-02-25 22:16:01.024,2021-09-02 22:15:59.024,554,0.14149553399936676
2020-03-11 22:15:59.024,2021-02-19 22:16:01.024,345,0.37458905332057857
2020-03-11 22:15:59.024,2021-03-16 22:16:09.024,370,0.25715476534033294
2020-03-11 22:15:59.024,2021-07-24 22:16:09.024,500,0.2367196891584482
2020-03-11 22:15:59.024,2021-08-23 22:15:59.024,530,0.17144716615435956
2020-03-11 22:15:59.024,2021-09-02 22:15:59.024,540,0.1634258126776223
2020-04-10 22:15:59.024,2021-03-16 22:16:09.024,340,0.376503600163212
2020-04-10 22:15:59.024,2021-07-24 22:16:09.024,470,0.24812799887426343
2020-04-10 22:15:59.024,2021-08-23 22:15:59.024,500,0.4271421187435304
2020-04-10 22:15:59.024,2021-09-02 22:15:59.024,510,0.383648795402748
2020-04-25 22:16:11.024,2021-07-24 22:16:09.024,454,0.2068586355990706
2020-04-25 22:16:11.024,2021-08-23 22:15:59.024,484,0.18887746607573871
2020-04-25 22:16:11.024,2021-09-02 22:15:59.024,494,0.1603148836559705
2020-05-20 22:16:09.024,2021-07-24 22:16:09.024,430,0.5830209291770387
2020-05-20 22:16:09.024,2021-08-23 22:15:59.024,459,0.2682556607441616
2020-05-20 22:16:09.024,2021-09-02 22:15:59.024,469,0.2131667245011047
2020-07-09 22:16:09.024,2021-07-24 22:16:09.024,380,0.5760944721207256
2020-07-09 22:16:09.024,2021-08-23 22:15:59.024,409,0.18365922483328298
2020-07-09 22:16:09.024,2021-09-02 22:15:59.024,419,0.1462616692514529
2020-08-03 22:16:11.024,2021-07-24 22:16:09.024,354,0.4814874449122104
2020-08-03 22:16:11.024,2021-08-23 22:15:59.024,384,0.2907199707438516
2020-08-03 22:16:11.024,2021-09-02 22:15:59.024,394,0.23710991612518972
2020-09-07 22:16:09.024,2021-08-23 22:15:59.024,349,0.22218665572741608
2020-09-07 22:16:09.024,2021-09-02 22:15:59.024,359,0.3363768301160272
